"","X","Name","University","Course","Year","Status","GRE_SCORE","Eng_test","Test_score","Undergrad_score","work_ex"
"1013","50","dhwanils","Rochester Institute of Technology","Information Science","Fall 2016 ","Reject","312","TOEFL","107","53%","11 months"
"1014","51","jayesh522","Rochester Institute of Technology","Information Science","Fall 2016 ","Reject","294","TOEFL","88","62%","31 months"
"1015","52","pratt23","Rochester Institute of Technology","Information Science","Fall 2016 ","Reject","297","TOEFL","86","62.20%","32 months"
"1016","53","sayan1143","Rochester Institute of Technology","Information Science","Fall 2016 ","Reject","307","TOEFL","93","6.76 CGPA ","3 months"
"1017","54","Meehir","Rochester Institute of Technology","Information Science","Fall 2016 ","Reject","302","TOEFL","85","58%","18 months"
"1018","55","gaily","Rochester Institute of Technology","Information Science","Fall 2016 ","Reject","318","TOEFL","101","8.3 CGPA ","3 months"
"1019","56","charith27990","Rochester Institute of Technology","Information Science","Fall 2016 ","Reject","304","ENG TEST","NA ","61%","36 months"
"1020","57","sahityashetty19","Rochester Institute of Technology","Information Science","Fall 2015 ","Reject","304","TOEFL","97","61%",NA
"1051","11","hanamana","Rensselaer Polytechnic Institute","Management Information System","Fall 2018 ","Admit","318","TOEFL","111","6.68 CGPA ","6 months"
"1052","12","prem23","Rensselaer Polytechnic Institute","Management Information System","Fall 2018 ","Admit","315","TOEFL","99","7.6 CGPA ",NA
"1053","13","jainpeeyush2017","Rensselaer Polytechnic Institute","Management Information System","Fall 2018 ","Admit","322","TOEFL","107","77%","60 months"
"1054","14","anmol03","Rensselaer Polytechnic Institute","Management Information System","Fall 2017 ","Admit","327","TOEFL","104","7.28 CGPA ","9 months"
"1055","15","amolkhade","Rensselaer Polytechnic Institute","Management Information System","Fall 2016 ","Admit","324","TOEFL","106","56%",NA
"1056","16","sandiep321","Rensselaer Polytechnic Institute","Management Information System","Fall 2016 ","Admit","317","IELTS","7","7.7 CGPA ","34 months"
"1057","17","priyankad23","Rensselaer Polytechnic Institute","Management Information System","Fall 2016 ","Admit","315","TOEFL","107","7.71 CGPA ",NA
"1058","18","shraddhasubhedar","Rensselaer Polytechnic Institute","Management Information System","Fall 2016 ","Admit","320","TOEFL","113","8.14 CGPA ",NA
"1059","19","sagarkhasnis.stupidsid","Rensselaer Polytechnic Institute","Management Information System","Fall 2013	 ","Admit","319","TOEFL","114","60%","30 months"
"1060","20","tanveersachdeva.stupidsid","Rensselaer Polytechnic Institute","Management Information System","Fall 2013 ","Admit","322","TOEFL","110","65%","10 months"
"1061","21","network.burner","Rensselaer Polytechnic Institute","Management Information System","Fall 2015 ","Admit","313","TOEFL","100","62%","10 months"
"1062","22","ut0501","Rensselaer Polytechnic Institute","Management Information System","Fall 2015 ","Admit","321","TOEFL","113","7 CGPA ","12 months"
"1063","24","vvega89","Rensselaer Polytechnic Institute","Management Information System","Fall 2017 ","Reject","317","IELTS","7.5","58.80%","50 months"
"1064","25","sagarsingh244","Rensselaer Polytechnic Institute","Management Information System","Fall 2016 ","Reject","320","TOEFL","101","8.36 CGPA ",NA
"1065","26","vini54","Rensselaer Polytechnic Institute","Management Information System","Fall 2016 ","Reject","309","TOEFL","105","7.75 CGPA ",NA
"1090","5","hrgupta","Rutgers University-New Brunswick","Information Science","Fall 2018 ","Admit","310","TOEFL","107","7.39 CGPA ","14 months"
"1091","6","Amol kolhe","Rutgers University-New Brunswick","Information Science","Fall 2018 ","Admit","303","TOEFL","97","63%","37 months"
"1092","7","Pratssawant","Rutgers University-New Brunswick","Information Science","Fall 2018 ","Admit","294","TOEFL","86","74%","39 months"
"1093","8","Dipti92","Rutgers University-New Brunswick","Information Science","Fall 2018 ","Admit","301","TOEFL","88","8.6 CGPA ","55 months"
"1094","9","Kameliya","Rutgers University-New Brunswick","Information Science","Fall 2017 ","Admit","300","TOEFL","98","7.76 CGPA ",NA
"1095","11","vatsal16","Rutgers University-New Brunswick","Information Science","Fall 2017 ","Reject","317","TOEFL","103","8.1 CGPA ","6 months"
"1137","22","Dhruv94","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","303","TOEFL","85","6.3 CGPA ","6 months"
"1138","23","arpita103","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","300","TOEFL","93","69.40%","82 months"
"1139","24","sailinaik","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","294","TOEFL","95","6.25 CGPA ","12 months"
"1140","25","MrPerfect ","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","294","TOEFL","90","6.6 CGPA ",NA
"1141","26","DivyaN21","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","298","TOEFL","95","67%","30 months"
"1142","27","shruti7","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","303","TOEFL","91","7.7 CGPA ","1 month"
"1143","28","abckfkjeso","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","303","TOEFL","0","60%","14 months"
"1144","29","Jaynee","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","293","TOEFL","95","7.3 CGPA ","33 months"
"1145","30","ReemaM","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","291","IELTS","6.5","67%","27 months"
"1146","31","Bhavesh14","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","294","TOEFL","93","54%","35 months"
"1147","32","Dipp1221","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","294","TOEFL","0","8.69 CGPA ","16 months"
"1148","33","Shveta","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","300","TOEFL","0","67%","56 months"
"1149","34","Shivam-Naik","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","295","TOEFL","0","64%","26 months"
"1150","35","DrashtiShah","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","308","TOEFL","95","3.5 CGPA ","3 months"
"1151","36","SamidhaSomu","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","297","TOEFL","101","6.8 CGPA ","19 months"
"1152","37","np-masters","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","306","TOEFL","0","64.14%","31 months"
"1153","38","Nehneh","Rutgers University, Newark","Management Information System","Fall 2016 ","Admit","299","TOEFL","91","63.55%","32 months"
"1154","39","Tarang13","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","N.A. ","ENG TEST","NA ","7.75 CGPA ","5 months"
"1155","40","rmanek","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","310","TOEFL","96","56.40%","36 months"
"1156","41","Ritwin","Rutgers University, Newark","Management Information System","Fall 2018 ","Admit","310","TOEFL","0","7.7 CGPA ","2 months"
"1157","43","kamakshi","Rutgers University, Newark","Management Information System","Fall 2018 ","Reject","296","IELTS","6","60%","36 months"
"1158","44","Lux ","Rutgers University, Newark","Management Information System","Fall 2018 ","Reject","310","TOEFL","107","6.71 CGPA ","12 months"
"1159","45","Proshonjit","Rutgers University, Newark","Management Information System","Fall 2017 ","Reject","313","TOEFL","112","55%","43 months"
"1201","22","Teja K","Santa Clara University","Information Systems","Fall 2017 ","Admit","316","TOEFL","113","60%",NA
"1202","23","Vaishu07","Santa Clara University","Information Systems","Fall 2018 ","Admit","304","TOEFL","100","8.23 CGPA ","46 months"
"1203","24","aditi04upreti","Santa Clara University","Information Systems","Fall 2018 ","Admit","306","TOEFL","104","7.5 CGPA ","34 months"
"1204","25","rs1007","Santa Clara University","Information Systems","Fall 2018 ","Admit","298","TOEFL","104","7.23 CGPA ","7 months"
"1205","26","Mssshashi","Santa Clara University","Information Systems","Fall 2018 ","Admit","307","TOEFL","106","64%","30 months"
"1206","27","darshan bhansali","Santa Clara University","Information Systems","Fall 2018 ","Admit","301","TOEFL","92","62%","5 months"
"1207","28","Rujuta T","Santa Clara University","Information Systems","Fall 2018 ","Admit","307","TOEFL","97","72%","52 months"
"1208","29","ankurm26","Santa Clara University","Information Systems","Fall 2018 ","Admit","322","TOEFL","110","3.1 CGPA ","12 months"
"1209","30","kshitijaS","Santa Clara University","Information Systems","Fall 2018 ","Admit","301","TOEFL","100","63.40%","37 months"
"1210","31","Vedang07","Santa Clara University","Information Systems","Fall 2018 ","Admit","317","TOEFL","108","8.2 CGPA ",NA
"1211","32","div0724","Santa Clara University","Information Systems","Fall 2018 ","Admit","308","TOEFL","100","64%","29 months"
"1212","33","sankalp2610","Santa Clara University","Information Systems","Fall 2018 ","Admit","306","TOEFL","99","74%",NA
"1213","34","Kiah-kol","Santa Clara University","Information Systems","Fall 2018 ","Admit","322","TOEFL","107","74.47%","28 months"
"1214","35","AkshayBagde","Santa Clara University","Information Systems","Fall 2018 ","Admit","307","TOEFL","108","75%",NA
"1215","36","Shailysaigal ","Santa Clara University","Information Systems","Fall 2018 ","Admit","309","TOEFL","94","8.66 CGPA ","2 months"
"1216","37","abhijay22","Santa Clara University","Information Systems","Fall 2018 ","Admit","319","TOEFL","101","6.57 CGPA ","15 months"
"1217","38","ranitariki","Santa Clara University","Information Systems","Fall 2018 ","Admit","304","TOEFL","96","9.24 CGPA ","74 months"
"1218","39","Khush","Santa Clara University","Information Systems","Fall 2018 ","Admit","317","TOEFL","94","80%","6 months"
"1219","40","Sonajan","Santa Clara University","Information Systems","Fall 2018 ","Admit","314","ENG TEST","NA ","80.68%","48 months"
"1220","41","Vanisk","Santa Clara University","Information Systems","Fall 2018 ","Admit","307","TOEFL","0","8.1 CGPA ","54 months"
"1221","43","neelnath","Santa Clara University","Information Systems","Fall 2017 ","Reject","309","TOEFL","94","54%","6 months"
"1222","44","NtRiX9999","Santa Clara University","Information Systems","Fall 2017 ","Reject","298","TOEFL","98","6.1 CGPA ",NA
"1223","45","prathibhamv","Santa Clara University","Information Systems","Fall 2017 ","Reject","302","TOEFL","93","7.1 CGPA ","30 months"
"1224","46","Karthiknarayan","Santa Clara University","Information Systems","Fall 2017 ","Reject","294","TOEFL","89","73%","23 months"
"1225","47","Nikkie","Santa Clara University","Information Systems","Spring 2017 ","Reject","299","IELTS","7","8.08 CGPA ","12 months"
"1226","48","sumukhahr","Santa Clara University","Information Systems","Fall 2016 ","Reject","297","TOEFL","81","66%","17 months"
"1227","49","seenu78","Santa Clara University","Information Systems","Fall 2016 ","Reject","N.A. ","ENG TEST","NA "," 6.5 CGPA ",NA
"1228","50","jayantvelichety","Santa Clara University","Information Systems","Fall 2018 ","Reject","292","TOEFL","85","51%","8 months"
"1229","51","psswl21","Santa Clara University","Information Systems","Fall 2016 ","Reject","298","TOEFL","92","57%","30 months"
"1230","52","voldywasp","Santa Clara University","Information Systems","Fall 2016 ","Reject","294","TOEFL","106","6 CGPA ",NA
"1231","53","vik8600","Santa Clara University","Information Systems","Fall 2016 ","Reject","281","TOEFL","81","54%","30 months"
"1273","22","sisirchinferno","Stevens Institute of Technology","Information Systems","Spring 2019 ","Admit","308","TOEFL","100","6.47 CGPA ","38 months"
"1274","23","ChinmayArolkar","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","298","TOEFL","82","6.22 CGPA ",NA
"1275","24","Dhruv94","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","303","TOEFL","85","6.3 CGPA ","6 months"
"1276","25","ChauhanSaloni","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","306","TOEFL","98","10 CGPA ",NA
"1277","26","roja27","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","301","TOEFL","107","65%","41 months"
"1278","27","Engineer101","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","299","TOEFL","102","5.7 CGPA ",NA
"1279","28","gumps123","Stevens Institute of Technology","Information Systems","Spring 2019 ","Admit","304","TOEFL","90","8 CGPA ","61 months"
"1280","29","Tanvi24","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","300","TOEFL","91","55%","6 months"
"1281","30","dhadwal","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","331","TOEFL","107","64.36%","24 months"
"1282","31","bhawana20","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","301","TOEFL","101","57%","3 months"
"1283","32","Setu04","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","308","TOEFL","102","7.09 CGPA ",NA
"1284","33","shrinidhiathanikar","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","309","TOEFL","94","6.8 CGPA ",NA
"1285","34","shivachetan","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","312","IELTS","7","8.25 CGPA ",NA
"1286","35","AyushKalla","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","313","TOEFL","103","6.5 CGPA ",NA
"1287","36","Anks123","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","306","TOEFL","99","64.50%",NA
"1288","37","MohitAhuja","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","313","TOEFL","103","7 CGPA ",NA
"1289","38","mohanakrishnan","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","304","IELTS","0","7.08 CGPA ","26 months"
"1290","39","SamidhaSomu","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","297","TOEFL","101","6.8 CGPA ","19 months"
"1291","40","VIKI090","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","314","TOEFL","108","66.50%","24 months"
"1292","41","rmanek","Stevens Institute of Technology","Information Systems","Fall 2018 ","Admit","310","TOEFL","96","56.40%","36 months"
"1293","43","vinishan","Stevens Institute of Technology","Information Systems","Fall 2018 ","Reject","293","TOEFL","98","64%","45 months"
"1294","44","Ruu","Stevens Institute of Technology","Information Systems","Fall 2018 ","Reject","295","TOEFL","101","85.26%","2 months"
"1295","45","aniruddhpurohit","Stevens Institute of Technology","Information Systems","Fall 2018 ","Reject","289","TOEFL","95","64.46%","30 months"
"1296","46","pahuja081","Stevens Institute of Technology","Information Systems","Fall 2018 ","Reject","N.A. ","TOEFL","93","62%","45 months"
"1297","47","poojadharmadhikari","Stevens Institute of Technology","Information Systems"," Fall 2018 ","Reject","299","IELTS","8","59.38%",NA
"1298","48","Bhavesh14","Stevens Institute of Technology","Information Systems","Fall 2018 ","Reject","294","TOEFL","93","54%","35 months"
"1299","49","drish1234","Stevens Institute of Technology","Information Systems","Fall 2018 ","Reject","300","TOEFL","92","6 CGPA ","12 months"
"1300","50","Kaavya48","Stevens Institute of Technology","Information Systems","Fall 2018 ","Reject","292","TOEFL","102","7.32 CGPA ",NA
"1301","51","amyaaaa","Stevens Institute of Technology","Information Systems","Fall 2018 ","Reject","307","TOEFL","86","64%","7 months"
"1302","52","tanvee","Stevens Institute of Technology","Information Systems","Fall 2017 ","Reject","289","TOEFL","89","7 CGPA ","10 months"
"1303","53","Aishaaa","Stevens Institute of Technology","Information Systems","Fall 2017 ","Reject","291","TOEFL","93","68.02%","1 month"
"1304","54","aqsa","Stevens Institute of Technology","Information Systems","Fall 2017 ","Reject","299","IELTS","7.5","6.56 CGPA ","6 months"
"1305","55","Arth10","Stevens Institute of Technology","Information Systems","Fall 2017 ","Reject","299","TOEFL","87","7.51 CGPA ","3 months"
"1306","56","pratikn07","Stevens Institute of Technology","Information Systems","Spring 2017 ","Reject","299","TOEFL","90","55%","12 months"
"1307","57","bhavesh.bendale","Stevens Institute of Technology","Information Systems","Spring 2017 ","Reject","302","TOEFL","91","64%","67 months"
"1308","58","Saurabh23","Stevens Institute of Technology","Information Systems","Spring 2017 ","Reject","304","TOEFL","95","6.1 CGPA ",NA
"1309","59","pranjali89","Stevens Institute of Technology","Information Systems","Fall 2016 ","Reject","300","TOEFL","100","64%","39 months"
"1310","60","MuthuKannan","Stevens Institute of Technology","Information Systems","Fall 2016 ","Reject","298","TOEFL","88","75.40%","30 months"
"1311","61","kshah91","Stevens Institute of Technology","Information Systems","Fall 2016 ","Reject","295","TOEFL","88","57%","24 months"
"1312","62","sreehi","Stevens Institute of Technology","Information Systems","Fall 2016 ","Reject","287","IELTS","7","55.56%","1 month"
"1354","22","pavithra25","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","308","TOEFL","105","85%","60 months"
"1355","23","Jaiwant","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","301","TOEFL","93","83.50%","20 months"
"1356","24","pmesh","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","320","TOEFL","117","59.42%","30 months"
"1357","25","JaySomaiya","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","317","TOEFL","110","6.93 CGPA ","25 months"
"1358","26","charvib","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","323","TOEFL","109","80.30%","13 months"
"1359","27","Anoosha P","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","304","TOEFL","83","79.12%","18 months"
"1360","28","Shweth94","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","310","TOEFL","90","71%","6 months"
"1361","29","Anand31","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","314","TOEFL","0","63.28%","40 months"
"1362","30","dGMaahi","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","318","IELTS","7.5","8.17 CGPA ",NA
"1363","31","Sudesh","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","314","TOEFL","96","8 CGPA ","24 months"
"1364","32","Vedang07","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","317","TOEFL","108","8.2 CGPA ",NA
"1365","33","Pavan1208","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","314","TOEFL","0","87%","30 months"
"1366","34","sayeejadhav","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","310","TOEFL","102","60%","26 months"
"1367","35","Balvaishwer","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","313","TOEFL","0","84%","24 months"
"1368","36","Skywalker95","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","317","TOEFL","101","67%","18 months"
"1369","37","Disha0701","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","308","TOEFL","84","68.50%","43 months"
"1370","38","nikhil714","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","308","IELTS","0","7.31 CGPA ","23 months"
"1371","39","mischief-managed","University at Buffalo SUNY","Management Information System","Fall 2015 ","Admit","311","TOEFL","111","59.80%","40 months"
"1372","40","Sharon27","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","317","IELTS","7.5","7.93 CGPA ","57 months"
"1373","41","Aniru06","University at Buffalo SUNY","Management Information System","Fall 2018 ","Admit","312","TOEFL","92","75.20%","50 months"
"1374","43","Patty1993","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","305","TOEFL","109","64.77%","29 months"
"1375","44","shruti7","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","303","TOEFL","91","7.7 CGPA ","1 month"
"1376","45","anandm1993","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","309","TOEFL","105","87%","30 months"
"1377","46","ashwinsr20","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","312","TOEFL","0","7.7 CGPA ",NA
"1378","47","hrgupta","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","310","TOEFL","107","7.39 CGPA ","14 months"
"1379","48","abhishek-yocket-8","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","308","TOEFL","100","58%","12 months"
"1380","49","Kibria","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","305","TOEFL","88","9 CGPA ","40 months"
"1381","50","Girih","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","307","TOEFL","101","8.63 CGPA ","45 months"
"1382","51","jaaaaadu","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","308","TOEFL","101","7.3 CGPA ","9 months"
"1383","52","priyankaguha36","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","N.A. ","TOEFL","90","82%","48 months"
"1384","53","Aditya-Manmode","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","304","TOEFL","88","64.36%","47 months"
"1385","54","lxmirmsh","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","300","TOEFL","104","74.11%","29 months"
"1386","55","Sanchsabharwal","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","308","TOEFL","100","9.23 CGPA ","26 months"
"1387","56","kau","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","307","ENG TEST","NA ","7.5 CGPA ","4 months"
"1388","57","5amuel","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","312","TOEFL","110","6.8 CGPA ","60 months"
"1389","58","abhishek1412","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","308","TOEFL","90","69%","54 months"
"1390","59","sharad83pz","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","305","TOEFL","98","74.12%","34 months"
"1391","60","div0724","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","308","TOEFL","100","64%","29 months"
"1392","61","Giridhar312","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","311","IELTS","7","7.74 CGPA ","25 months"
"1393","62","viky94","University at Buffalo SUNY","Management Information System","Fall 2018 ","Reject","301","TOEFL","84","7.67 CGPA ","50 months"
"1779","22","Nishigandha","Syracuse University","Management Information System","Fall 2019 ","Admit","N.A. ","ENG TEST","NA ","65.30%","18 months"
"1780","23","amruthamandadi","Syracuse University","Management Information System","Fall 2018 ","Admit","306","TOEFL","97","73%","42 months"
"1781","24","viraj1331","Syracuse University","Management Information System","Fall 2018 ","Admit","317","IELTS","7","63.70%","1 month"
"1782","25","Aishwarya S","Syracuse University","Management Information System","Fall 2018 ","Admit","300","TOEFL","88","8.18 CGPA ","24 months"
"1783","26","priyankaguha36","Syracuse University","Management Information System","Fall 2018 ","Admit","N.A. ","TOEFL","90","82%","48 months"
"1784","27","SagarMulani","Syracuse University","Management Information System","Fall 2018 ","Admit","308","TOEFL","99","65%","19 months"
"1785","28","hrgupta","Syracuse University","Management Information System","Fall 2018 ","Admit","310","TOEFL","107","7.39 CGPA ","14 months"
"1786","29","ParthMehta","Syracuse University","Management Information System","Fall 2018 ","Admit","314","TOEFL","106","9.15 CGPA ",NA
"1787","30","AkRel","Syracuse University","Management Information System","Fall 2018 ","Admit","302","TOEFL","101","65%","30 months"
"1788","31","adi1993","Syracuse University","Management Information System","Fall 2018 ","Admit","303","TOEFL","94","7.37 CGPA ","27 months"
"1789","32","KrithikaCT","Syracuse University","Management Information System","Fall 2018 ","Admit","301","TOEFL","0","80.12%","60 months"
"1790","33","aditi15","Syracuse University","Management Information System","Fall 2018 ","Admit","310","TOEFL","0","79.70%","36 months"
"1791","34","DrashtiShah","Syracuse University","Management Information System","Fall 2018 ","Admit","308","TOEFL","95","3.5 CGPA ","3 months"
"1792","35","ArthiAbilasha","Syracuse University","Management Information System","Fall 2018 ","Admit","302","IELTS","0","7.3 CGPA ","1 month"
"1793","36","Kripesh","Syracuse University","Management Information System","Fall 2018 ","Admit","304","TOEFL","96","7.87 CGPA ","12 months"
"1794","37","rshetty","Syracuse University","Management Information System","Fall 2018 ","Admit","307","TOEFL","111","7.6 CGPA ",NA
"1795","38","Hemangjalali","Syracuse University","Management Information System","Fall 2018 ","Admit","307","TOEFL","94","79%","37 months"
"1796","39","ishan147","Syracuse University","Management Information System","Fall 2018 ","Admit","312","TOEFL","104","8.7 CGPA ","20 months"
"1797","40","kumar007","Syracuse University","Management Information System","Fall 2018 ","Admit","307","ENG TEST","NA ","65%","40 months"
"1798","41","AbhinavSharma0794","Syracuse University","Management Information System","Fall 2018 ","Admit","319","TOEFL","114","6.71 CGPA ","14 months"
"1799","43","arpita103","Syracuse University","Management Information System","Fall 2018 ","Reject","300","TOEFL","93","69.40%","82 months"
"1800","44","Ajay94","Syracuse University","Management Information System","Fall 2018 ","Reject","302","TOEFL","86","65.37%","27 months"
"1801","45","aparikh4","Syracuse University","Management Information System","Fall 2018 ","Reject","308","TOEFL","89","7.5 CGPA ","32 months"
"1802","46","Setu04","Syracuse University","Management Information System","Fall 2018 ","Reject","308","TOEFL","102","7.09 CGPA ",NA
"1803","47","MAnkeerat","Syracuse University","Management Information System","Fall 2018 ","Reject","300","TOEFL","99","7.14 CGPA ","39 months"
"1804","48","akshat95","Syracuse University","Management Information System","Fall 2018 ","Reject","309","TOEFL","0","7.41 CGPA ","17 months"
"1805","49","Rushikesh420","Syracuse University","Management Information System","Fall 2018 ","Reject","298","TOEFL","0","57.43%","6 months"
"1806","50","Pratik Kadi","Syracuse University","Management Information System","Fall 2018 ","Reject","302","TOEFL","81","56.99%","42 months"
"1807","51","shub23","Syracuse University","Management Information System","Fall 2018 ","Reject","305","TOEFL","0","6.82 CGPA ","3 months"
"1808","52","RuchiNiwalkar","Syracuse University","Management Information System","Fall 2018 ","Reject","302","TOEFL","97","65%","27 months"
"1809","53","Snehaw","Syracuse University","Management Information System","Fall 2018 ","Reject","299","TOEFL","97","72.30%","48 months"
"1810","54","Jayeshiyer","Syracuse University","Management Information System","Fall 2018 ","Reject","307","IELTS","7","54%","31 months"
"1811","55","JayPatel8394","Syracuse University","Management Information System","Fall 2018 ","Reject","297","TOEFL","99","55.81%","24 months"
"1812","56","@mihir","Syracuse University","Management Information System","Fall 2018 ","Reject","305","TOEFL","98","50.22%","17 months"
"1813","57","HardikSoni","Syracuse University","Management Information System","Fall 2018 ","Reject","296","TOEFL","93","64.30%","64 months"
"1814","58","Mansi003","Syracuse University","Management Information System","Fall 2018 ","Reject","300","TOEFL","90","7 CGPA ","12 months"
"1815","59","srishti1995","Syracuse University","Management Information System","Fall 2018 ","Reject","297","TOEFL","88","81%","20 months"
"1816","60","kenil","Syracuse University","Management Information System","Fall 2018 ","Reject","323","TOEFL","110","8.55 CGPA ",NA
"1817","61","Sandyyy","Syracuse University","Management Information System","Fall 2018 ","Reject","305","ENG TEST","NA ","8.5 CGPA ","6 months"
"1818","62","Alloy","Syracuse University","Management Information System","Fall 2018 ","Reject","302","IELTS","7","8.22 CGPA ","8 months"
"2222","22","pmesh","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","320","TOEFL","117","59.42%","30 months"
"2223","23","Bagsy79","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","318","TOEFL","103","78.40%","-1 months"
"2225","25","Nymeria26","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","N.A. ","ENG TEST","NA ","68%",NA
"2226","26","Sonali2810","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","322","TOEFL","110","79.04%","27 months"
"2227","27","Balvaishwer","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","313","TOEFL","0","84%","24 months"
"2228","28","rahulvg","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","314","TOEFL","0","78%","6 months"
"2229","29","mihirb94","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","310","ENG TEST","NA ","7.55 CGPA ","12 months"
"2230","30","ganeshpu","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","309","IELTS","7","8.5 CGPA ","16 months"
"2231","31","thevivekdwivedi","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","320","TOEFL","111","7.98 CGPA ","30 months"
"2232","32","RheaSharma","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","330","TOEFL","108","7.2 CGPA ","12 months"
"2233","33","theharishkm","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","N.A. ","TOEFL","104","8.15 CGPA ","33 months"
"2234","34","ishan147","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","312","TOEFL","104","8.7 CGPA ","20 months"
"2235","35","shreyank96","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","325","TOEFL","116","8.48 CGPA ","2 months"
"2236","36","Mudra","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","309","TOEFL","94","88%","60 months"
"2237","37","divsin12","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","296","TOEFL","91","72%","20 months"
